872	1008
932	1028
1004	1008
996	1012
1016	984
972	980
1036	972
1032	972
992	976
960	976
956	968
968	964
952	940
984	980
1004	1008
944	1052
952	1020
976	984
964	924
988	964
1024	908
1040	892
1044	892
1008	908
1028	916
1052	928
1024	956
1044	900
1072	944
1052	952
1028	928
1016	904
1060	920
1088	936
1072	932
1012	960
1056	984
1084	1008
1048	976
1004	972
1024	964
1004	1004
1016	1000
1012	1012
1024	960
1044	948
1060	972
1008	980
1060	972
1080	1000
1068	1016
1052	1036
1084	1032
1048	1024
1032	1048
984	1020
1040	1020
1056	1028
1072	1008
1068	1008
1004	1016
968	1004
1028	992
1044	1016
1068	1012
1032	1008
1036	1012
1020	1016
1044	1008
1012	1000
1000	984
1016	940
1012	944
1004	892
988	868
976	928
988	956
1020	952
1008	1000
968	1000
1004	980
1016	940
1004	1004
996	996
1012	960
1028	932
1008	960
1036	992
1036	996
1016	1012
976	1008
952	1032
980	1076
1040	1060
1024	972
1040	1040
992	1032
1000	992
1020	1028
1004	1044
944	1052
872	1048
872	1016
904	1036
924	1020
888	1044
908	1024
924	1044
948	1036
976	1036
968	1008
968	1012
976	996
976	1008
988	1020
980	1012
1004	984
972	972
996	1028
1028	1076
996	1048
976	1004
940	1044
968	1016
980	1024
980	1020
976	1024
1016	1040
984	1020
1024	1052
1044	1020
1028	996
1016	1000
1012	992
996	996
988	1004
984	1016
960	992
944	996
1004	1048
988	1048
992	992
980	1052
976	1040
992	1024
964	1040
936	1060
916	1056
860	1032
860	1064
956	1004
932	1004
972	976
1000	1012
996	1012
956	1044
900	1080
920	1052
924	1004
936	1028
928	1028
920	996
904	988
916	1044
928	996
948	972
960	976
936	1008
920	980
960	1024
988	1020
960	1008
936	1012
920	988
936	1048
932	1008
932	1024
920	968
932	1024
948	980
952	984
972	1008
976	964
960	928
952	916
948	884
944	952
968	972
988	984
980	980
960	984
964	976
980	1008
948	1052
1012	992
1008	992
992	1024
972	988
1052	992
1016	1020
1004	1016
1000	1004
1000	996
1000	1008
1016	1004
984	984
992	980
1012	920
992	944
984	968
1012	904
1008	932
984	980
1000	1008
1004	976
992	952
984	940
960	956
984	1020
996	960
1012	984
992	948
996	964
1008	948
992	996
988	984
968	1004
1020	956
1020	928
1028	912
984	932
952	936
888	944
936	964
972	932
948	960
940	952
912	924
964	956
988	968
988	940
984	916
956	892
968	864
948	888
976	904
932	928
944	908
988	952
1036	932
1056	968
1004	968
912	948
976	1016
972	992
984	964
928	964
960	1008
948	1004
968	972
984	952
1008	984
1028	972
968	948
980	984
968	1000
984	1020
1012	1024
964	1016
960	988
1000	1004
976	1008
884	1012
920	1000
1024	1072
1024	1040
992	1036
980	1028
988	1072
964	1036
1012	1032
1000	988
972	1016
1028	1024
984	1016
1004	976
988	976
1024	1016
1012	956
1024	960
1032	936
1040	920
1048	956
1000	992
976	952
976	968
996	964
980	992
980	976
976	936
984	944
968	964
1016	936
996	912
996	884
1000	984
1032	968
1056	988
1080	1012
1136	1020
1096	1028
1092	1012
1132	1000
1076	996
1120	984
1076	968
1020	976
988	972
1060	992
1056	1008
1072	1040
1048	1008
1012	984
1000	1000
1068	1000
1076	1032
1076	964
1076	996
1044	988
996	976
1084	960
1096	956
1092	948
1128	992
1168	980
1076	1028
1064	960
1024	988
984	960
996	988
1028	1044
1064	1008
1036	1016
1072	956
1052	980
1036	980
1056	1008
1076	904
1072	960
1072	972
1036	996
924	968
980	956
996	1008
1028	980
996	976
1004	984
