872	788
932	788
1004	776
996	792
1016	796
972	800
1036	788
1032	780
992	780
960	784
956	784
968	788
952	768
984	776
1004	784
944	776
952	768
976	776
964	784
988	780
1024	780
1040	764
1044	780
1008	776
1028	768
1052	760
1024	756
1044	784
1072	772
1052	776
1028	764
1016	780
1060	796
1088	796
1072	776
1012	776
1056	772
1084	792
1048	776
1004	768
1024	776
1004	772
1016	776
1012	800
1024	788
1044	784
1060	792
1008	800
1060	788
1080	772
1068	768
1052	772
1084	780
1048	780
1032	764
984	768
1040	788
1056	788
1072	780
1068	772
1004	760
968	780
1028	772
1044	768
1068	764
1032	768
1036	772
1020	776
1044	760
1012	772
1000	780
1016	788
1012	792
1004	780
988	780
976	788
988	796
1020	796
1008	780
968	784
1004	800
1016	800
1004	788
996	788
1012	800
1028	796
1008	800
1036	776
1036	788
1016	800
976	800
952	792
980	780
1040	796
1024	800
1040	788
992	776
1000	788
1020	776
1004	764
944	780
872	788
872	784
904	776
924	780
888	800
908	772
924	772
948	776
976	776
968	752
968	756
976	768
976	756
988	752
980	764
1004	784
972	764
996	760
1028	772
996	768
976	764
940	772
968	780
980	772
980	760
976	768
1016	772
984	760
1024	756
1044	764
1028	768
1016	756
1012	764
996	776
988	764
984	772
960	784
944	792
1004	820
988	724
992	768
980	764
976	744
992	732
964	752
936	744
916	760
860	768
860	780
956	760
932	752
972	756
1000	772
996	760
956	768
900	760
920	744
924	748
936	760
928	760
920	740
904	772
916	776
928	768
948	772
960	772
936	780
920	768
960	792
988	788
960	792
936	808
920	824
936	796
932	792
932	816
920	812
932	804
948	788
952	800
972	272
976	536
960	744
952	800
948	808
944	772
968	796
988	804
980	788
960	776
964	796
980	808
948	800
1012	780
1008	836
992	796
972	812
1052	848
1016	848
1004	852
1000	820
1000	824
1000	848
1016	848
984	820
992	820
1012	844
992	856
984	836
1012	824
1008	844
984	860
1000	852
1004	856
992	832
984	840
960	808
984	828
996	828
1012	820
992	804
996	824
1008	852
992	852
988	816
968	820
1020	840
1020	840
1028	800
984	800
952	828
888	824
936	812
972	804
948	828
940	824
912	800
964	808
988	828
988	816
984	784
956	808
968	784
948	784
976	768
932	788
944	808
988	812
1036	816
1056	800
1004	824
912	848
976	848
972	840
984	820
928	856
960	844
948	868
968	820
984	836
1008	856
1028	848
968	820
980	812
968	796
984	784
1012	780
964	780
960	756
1000	796
976	776
884	784
920	792
1024	800
1024	788
992	804
980	812
988	820
964	848
1012	844
1000	840
972	840
1028	848
984	824
1004	840
988	820
1024	836
1012	848
1024	824
1032	824
1040	452
1048	260
1000	944
976	820
976	792
996	788
980	800
980	820
976	828
984	856
968	788
1016	860
996	840
996	816
1000	844
1032	860
1056	864
1080	828
1136	828
1096	852
1092	856
1132	848
1076	824
1120	848
1076	840
1020	852
988	816
1060	840
1056	844
1072	844
1048	812
1012	808
1000	828
1068	820
1076	820
1076	796
1076	824
1044	836
996	852
1084	816
1096	812
1092	832
1128	820
1168	828
1076	792
1064	812
1024	796
984	820
996	788
1028	800
1064	804
1036	788
1072	784
1052	784
1036	800
1056	796
1076	772
1072	780
1072	796
1036	784
924	772
980	768
996	788
1028	788
996	772
1004	768
948	792
992	776
1000	768
988	768
980	792
988	796
1016	792
1012	780
1020	800
980	812
988	804
960	788
1024	796
1000	808
1008	812
1048	780
988	788
1036	800
1076	784
1100	804
1020	788
1100	792
1096	804
1088	824
1060	788
1040	800
1068	792
1052	824
1056	784
1060	792
1044	796
1020	812
1040	792
1036	796
996	804
976	788
1016	796
1068	800
1004	816
1040	816
1000	796
1008	820
964	796
892	780
976	792
1016	776
1032	800
1152	780
1228	804
1144	800
1084	780
1032	784
1092	788
1008	788
1044	768
980	768
1016	784
1008	772
1012	752
1012	772
1060	768
1064	756
1064	760
1092	768
1076	768
1092	772
1132	768
1044	760
1040	764
1044	772
1088	748
1104	764
1080	784
1100	764
1048	772
1052	788
1084	768
1076	788
1064	772
1064	812
1020	768
1056	788
1064	776
1048	764
1036	780
1064	780
1040	780
1032	784
1048	776
1048	748
1036	740
1000	764
1040	740
1012	732
1020	736
1012	736
996	724
996	732
1036	748
1020	756
1012	764
1048	772
1016	756
916	760
984	732
1004	732
1032	744
1004	740
1024	740
1044	712
1068	724
1056	732
1032	768
1016	732
1000	728
1000	772
980	752
984	752
1008	756
1024	764
1004	760
992	788
984	792
996	800
1000	788
1000	800
968	816
956	808
996	804
984	780
992	792
940	800
1032	796
1048	772
1012	776
1056	792
1120	796
1124	792
1040	768
1040	776
1020	796
1032	772
1024	756
1012	740
1024	764
1000	788
1004	736
968	680
1000	740
1024	760
1000	764
968	760
1004	784
984	784
952	788
1004	776
992	768
984	756
956	784
988	772
1000	760
976	752
1000	768
992	772
952	780
980	780
964	760
1000	760
1016	760
988	764
972	780
984	792
968	796
932	780
956	784
992	808
992	780
980	820
996	820
984	824
948	808
916	788
876	760
892	760
952	752
988	744
948	744
980	740
956	744
996	736
1008	720
1028	740
1024	728
1020	732
1028	716
1012	724
1000	740
1004	776
996	828
980	832
976	808
1016	832
1012	860
992	840
956	836
964	800
1000	812
984	812
988	816
964	800
976	784
976	804
1000	808
940	796
916	792
936	772
928	764
924	748
912	744
916	728
972	732
968	736
1004	744
984	760
976	752
1008	748
1008	764
988	784
1036	800
1024	800
988	784
976	796
1004	776
996	784
968	772
980	792
980	796
996	780
1012	776
1028	780
1032	772
1008	764
1008	768
1028	784
1008	788
1016	792
980	776
984	788
972	796
968	792
976	784
976	784
968	792
968	788
936	776
980	776
1012	800
1048	796
1020	784
1024	780
884	788
964	792
912	784
888	772
892	772
908	792
920	792
924	784
956	788
900	816
944	820
952	804
928	796
904	808
920	812
936	804
932	796
960	800
984	808
1008	800
972	792
972	792
968	812
1004	812
1000	792
1012	796
960	808
948	800
972	784
980	772
972	780
996	788
1020	780
1036	772
1032	796
1024	812
1048	788
1020	788
1020	792
1024	812
1008	804
1012	788
1012	788
1008	804
992	792
1016	784
1012	784
1008	808
1012	812
1016	784
1008	788
1000	816
984	812
940	792
944	800
888	812
872	816
928	808
956	812
952	828
996	828
1004	804
980	812
940	832
1004	816
992	808
960	808
932	824
964	828
988	804
1000	808
1012	816
1008	816
1028	804
1084	808
1056	812
972	808
1040	792
1032	800
992	800
1024	784
1044	776
1052	788
1048	800
1020	796
1032	772
1024	784
1044	788
1020	788
1048	764
1036	776
1032	788
1012	788
1012	772
996	776
1004	796
1024	792
1012	784
980	776
976	780
1028	784
1072	784
1052	776
1004	764
1044	780
1012	780
1024	780
1024	780
1024	784
1040	788
1020	796
1052	784
1020	776
992	780
1004	792
992	796
996	784
1004	772
1016	780
992	784
992	784
1048	764
1052	776
992	784
1052	780
1040	760
1024	768
1036	772
1064	780
1052	772
1036	768
1060	772
1008	788
1004	788
976	772
1012	776
1016	788
1040	784
1080	772
1052	764
1004	788
1028	784
1028	764
992	756
988	776
1048	776
996	768
972	760
976	776
1008	788
980	780
1024	748
1020	764
1008	756
1012	756
988	768
1044	760
1012	744
1020	752
972	764
1024	768
980	752
984	764
1008	764
964	756
928	772
916	752
884	764
952	752
968	792
988	756
980	764
980	772
980	772
1008	768
1048	772
996	784
988	780
1024	800
992	784
992	796
1016	804
1020	784
1004	788
996	808
1008	808
1000	784
988	776
976	792
920	768
948	748
968	760
904	748
932	740
976	740
1012	744
976	748
952	760
936	756
960	756
1016	760
964	776
984	768
948	764
960	768
952	764
992	760
988	748
1004	748
952	744
932	752
912	748
932	748
936	756
944	756
960	752
932	744
964	768
948	772
924	776
960	768
964	784
944	804
912	808
896	804
860	804
888	820
908	816
928	792
908	792
948	792
936	796
968	772
964	772
952	784
1016	788
992	784
960	776
968	772
1004	788
1008	792
968	792
956	776
980	776
972	780
948	780
984	792
1004	788
1020	780
1024	788
1016	796
988	788
1004	780
1004	788
1016	788
1000	780
1068	776
1044	776
1036	788
1032	788
1100	784
1008	784
1024	804
988	792
1020	780
1020	780
1020	780
976	760
976	764
1016	780
956	772
960	760
936	772
920	776
956	772
992	772
952	780
956	764
976	764
988	768
980	752
936	768
944	740
964	752
936	760
908	752
888	772
984	776
968	760
988	756
1012	772
1020	772
1024	752
1016	760
1004	752
992	760
984	740
968	748
976	760
972	768
992	772
1008	768
1040	776
1004	804
988	812
1000	780
1000	792
1028	792
972	780
992	768
992	756
972	744
960	740
952	752
952	760
996	760
976	752
1028	760
960	768
988	788
960	784
988	776
1044	792
1012	828
1012	824
956	792
980	792
980	812
1008	804
908	812
960	788
968	804
1000	816
972	808
952	796
1000	804
984	824
976	828
984	808
1032	808
996	836
988	812
1004	800
996	812
1004	820
1052	796
1012	792
1052	800
1064	820
1028	792
1012	796
1068	804
1076	808
1016	784
1048	784
1036	808
1044	788
1060	772
1000	772
1016	784
1040	792
1068	792
1060	780
1032	784
1052	800
1072	796
1060	780
1076	780
1084	800
1052	796
1036	772
1028	780
1012	792
980	796
896	788
1012	780
1016	788
1012	792
1044	776
1052	772
1068	788
1052	784
1064	788
1052	784
1060	788
1080	808
1100	800
1044	792
1008	800
1076	808
1084	808
1076	788
1080	788
1024	796
1040	792
1064	768
1044	760
1024	792
1052	788
1056	768
1020	764
1008	780
1072	784
1048	772
1124	768
1084	792
1096	784
1092	768
1088	772
1096	784
1116	784
1108	776
1088	768
1076	788
1080	780
1104	764
1104	772
1116	792
1024	784
1056	788
1072	776
1048	796
1040	800
1028	772
1072	784
1052	800
992	780
1028	772
1080	784
1020	792
972	480
1056	1100
1104	772
1032	776
1052	776
1060	776
1060	768
1068	764
1068	788
1052	784
1084	776
1100	776
1056	796
1052	788
1048	792
1052	784
1048	792
1028	804
1036	808
1016	792
1064	800
1060	808
1016	804
1064	788
1064	780
1036	788
984	796
1048	792
1040	780
996	776
956	796
1060	800
1048	784
1012	772
1056	788
1084	800
1032	800
1048	788
1056	792
1060	800
1064	800
1088	788
1084	788
1040	792
1000	800
1032	784
1056	780
1040	792
1024	796
1032	780
1020	772
988	772
1036	788
1040	780
1024	760
1052	768
1048	780
1004	780
976	768
980	764
1012	780
984	776
984	760
960	752
964	780
944	764
980	748
992	760
948	788
968	788
996	776
984	776
1004	784
972	792
1004	772
1044	772
1020	784
1012	792
988	776
964	776
980	788
1012	796
976	776
992	776
984	784
968	764
944	800
1016	768
976	776
968	768
956	780
952	776
940	768
956	768
928	784
956	780
980	784
996	768
1000	764
1028	772
1024	780
1008	764
996	764
976	776
956	788
944	776
928	784
976	780
972	800
980	780
984	776
1020	776
980	792
1000	784
956	772
988	768
972	772
940	772
972	760
948	768
980	776
992	776
968	764
980	760
996	780
984	772
988	760
964	760
980	772
976	768
992	760
976	752
980	772
984	772
952	768
960	752
928	772
956	780
960	784
968	772
968	764
944	768
960	776
984	776
960	776
956	768
960	784
956	780
960	776
948	772
924	788
